"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10001239","5/6/2006","10/9/2003"
"10001239","5/6/2006","10/9/2003"
"10001239","5/6/2006","10/9/2003"
"10001239","5/6/2006","10/9/2003"
"10001343","12/18/2006",""
"10001343","12/18/2006",""
"10001345","9/4/2019","11/4/1985"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001349","11/13/2024","2/19/2025"
"10001378","12/28/1998","12/31/1985"
"10001378","12/28/1998","12/31/1985"
"10001378","12/28/1998","12/31/1985"
"10001378","12/28/1998","12/31/1985"
"10001378","12/28/1998","12/31/1985"
"10001378","12/28/1998","12/31/1985"
"10001590","10/1/1993","10/6/1993"
"10001590","10/1/1993","10/6/1993"
"10001590","10/1/1993","10/6/1993"
"10001590","10/1/1993","10/6/1993"
"10001590","10/1/1993","10/6/1993"
"10001600","5/11/1981",""
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001606","12/20/2024","12/17/2023"
"10001449","12/16/1995","9/27/1989"
"10001449","12/16/1995","9/27/1989"
"10001568","12/29/1995","10/19/1993"
"10001568","12/29/1995","10/19/1993"
"10001568","12/29/1995","10/19/1993"
"10001568","12/29/1995","10/19/1993"
"10001568","12/29/1995","10/19/1993"
"10001568","12/29/1995","10/19/1993"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001666","6/16/2016","8/9/2008"
"10001749","12/1/2020","10/9/2011"
"10001749","12/1/2020","10/9/2011"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10001819","4/11/2001","10/10/1988"
"10002045","4/15/2013",""
"10002073","12/31/1986",""
"10002180","2/13/2008","11/4/1995"
"10002180","2/13/2008","11/4/1995"
"10002180","2/13/2008","11/4/1995"
"10002180","2/13/2008","11/4/1995"
"10002180","2/13/2008","11/4/1995"
"10002384","2/16/2022","2/11/2014"
"10002250","11/8/1999","6/21/2000"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002636","12/1/2021","9/24/2010"
"10002779","5/5/2014","10/3/1989"
"10002994","12/10/2020","6/22/2012"
"10002994","12/10/2020","6/22/2012"
"10002841","10/21/2000","10/25/1998"
"10002861","12/30/2010","2/14/2020"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10002936","2/2/2015","2/10/2013"
"10003072","10/10/2019","10/23/2014"
"10003171","","9/8/2008"
"10003171","","9/8/2008"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003211","12/6/2021","6/6/2002"
"10003225","6/20/1988",""
"10003225","6/20/1988",""
"10003228","9/15/1997","5/2/1996"
"10003228","9/15/1997","5/2/1996"
"10003228","9/15/1997","5/2/1996"
"10003228","9/15/1997","5/2/1996"
"10003228","9/15/1997","5/2/1996"
"10003228","9/15/1997","5/2/1996"
"10003348","3/23/2006","4/18/2000"
"10003410","7/1/2020","12/19/2016"
"10003410","7/1/2020","12/19/2016"
"10003410","7/1/2020","12/19/2016"
"10003410","7/1/2020","12/19/2016"
"10003410","7/1/2020","12/19/2016"
"10003445","12/29/2021","4/24/2000"
"10003445","12/29/2021","4/24/2000"
"10003445","12/29/2021","4/24/2000"
"10003445","12/29/2021","4/24/2000"
"10003445","12/29/2021","4/24/2000"
"10003445","12/29/2021","4/24/2000"
"10003446","8/16/2021","12/7/2008"
"10003446","8/16/2021","12/7/2008"
"10003446","8/16/2021","12/7/2008"
"10003446","8/16/2021","12/7/2008"
"10003446","8/16/2021","12/7/2008"
"10003560","11/15/2008","2/18/2009"
"10003631","","10/3/1984"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003632","6/18/1997","10/14/1996"
"10003673","1/12/2007",""
"10003705","11/1/1999","11/17/1994"
"10003705","11/1/1999","11/17/1994"
"10003719","5/8/2014","2/26/1985"
"10003719","5/8/2014","2/26/1985"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003760","5/16/2024","10/19/2011"
"10003996","11/9/1994","4/13/1989"
"10003933","10/19/2024","2/11/2013"
"10003938","11/4/2024","10/22/2009"
"10003943","1/2/2001","11/1/1998"
"10003943","1/2/2001","11/1/1998"
"10004183","7/10/2024","4/27/2022"
"10004194","11/11/2024","9/8/2024"
"10004194","11/11/2024","9/8/2024"
"10004043","6/26/2024","6/5/1991"
"10004057","8/26/2021",""
"10004057","8/26/2021",""
"10004057","8/26/2021",""
"10004057","8/26/2021",""
"10004085","3/30/2013","5/13/2009"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004125","3/25/2022","7/14/2015"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004384","10/6/2008","5/17/1996"
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004385","5/15/2012",""
"10004403","10/31/2016",""
"10004242","10/14/2003","2/1/2001"
"10004242","10/14/2003","2/1/2001"
"10004242","10/14/2003","2/1/2001"
"10004242","10/14/2003","2/1/2001"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004303","12/22/2023","11/28/2022"
"10004430","4/5/2001","11/20/2019"
"10004430","4/5/2001","11/20/2019"
"10004436","5/21/1984",""
"10004436","5/21/1984",""
"10004436","5/21/1984",""
"10004436","5/21/1984",""
"10004436","5/21/1984",""
"10004436","5/21/1984",""
"10004438","9/14/2024","10/29/2010"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004471","6/25/2014","11/8/2019"
"10004472","5/26/2011","12/24/2015"
"10004556","7/8/2005",""
"10004556","7/8/2005",""
"10004556","7/8/2005",""
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004579","1/11/2010","3/28/1994"
"10004581","10/15/1999","9/25/1997"
"10004640","6/21/2004","4/17/2003"
"10004687","2/4/1999","2/25/1999"
"10004687","2/4/1999","2/25/1999"
"10004761","","3/10/1994"
"10004761","","3/10/1994"
"10004771","2/15/1984",""
"10004838","3/22/2021","4/23/1996"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10004949","5/8/2017","2/20/2009"
"10005027","12/26/2004",""
"10005040","5/15/2020",""
"10005041","3/4/2025",""
"10005066","11/14/2020","3/8/2013"
"10005157","10/4/2010","1/14/2007"
"10005157","10/4/2010","1/14/2007"
"10005157","10/4/2010","1/14/2007"
"13024232","4/9/2001","10/20/1993"
"13024232","4/9/2001","10/20/1993"
"13024232","4/9/2001","10/20/1993"
"13024232","4/9/2001","10/20/1993"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12433095","9/30/1999","6/13/2003"
"12474200","3/26/2015",""
"12474200","3/26/2015",""
"12474200","3/26/2015",""
"12474200","3/26/2015",""
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12491242","9/24/2012","3/11/2010"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12486480","12/21/1993","10/7/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"12940784","9/13/2005","10/9/1991"
"13017305","10/9/2005","1/12/2010"
"13017305","10/9/2005","1/12/2010"
"13017307","12/26/2024",""
"13017307","12/26/2024",""
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12942946","6/22/2016","4/22/2010"
"12928474","8/24/2004","3/6/1991"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"13104310","1/10/2025","9/11/2017"
"12434784","3/19/1994","3/26/1998"
"12434784","3/19/1994","3/26/1998"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016328","12/31/2024","11/10/2013"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13016333","12/9/2024","12/23/2024"
"13104311","6/28/2013","3/11/1999"
"13104311","6/28/2013","3/11/1999"
"13104311","6/28/2013","3/11/1999"
"13104311","6/28/2013","3/11/1999"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"12936321","6/26/2012","12/27/1990"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"11926481","6/26/2012","10/31/1996"
"13016334","11/30/1993",""
"12167815","5/31/2019",""
"12159599","12/14/2011","8/30/2005"
"12159599","12/14/2011","8/30/2005"
"12159599","12/14/2011","8/30/2005"
"12159599","12/14/2011","8/30/2005"
"12159599","12/14/2011","8/30/2005"
"12159599","12/14/2011","8/30/2005"
