"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150540","50.00","Prior FYs"
"10150540","166.67","Prior FYs"
"10150540","250.00","Prior FYs"
"10150540","300.00","Prior FYs"
"10150540","20.00","Prior FYs"
"10150540","300.00","Prior FYs"
"10150540","150.00","Prior FYs"
"10150540","185.00","Prior FYs"
"10150540","25.00","Prior FYs"
"10150540","25.00","Prior FYs"
"10150542","50.00","Prior FYs"
"10150542","10.00","Prior FYs"
"10150542","50.00","Prior FYs"
"10150542","10.00","Prior FYs"
"10150550","1000.00","Prior FYs"
"10150550","1200.00","Prior FYs"
"10150550","765.00","Prior FYs"
"10150550","800.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","1000.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","1000.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","300.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150550","500.00","Prior FYs"
"10150559","25.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150559","25.00","Prior FYs"
"10150559","50.00","Prior FYs"
"10150559","50.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150559","250.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150559","75.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150559","100.00","Prior FYs"
"10150580","15.00","Prior FYs"
"10150580","15.00","Prior FYs"
"10150582","35.00","Prior FYs"
"10150582","50.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","15.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","35.00","Prior FYs"
"10150582","50.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","15.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","15.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","10.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","20.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","35.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","25.00","Prior FYs"
"10150582","200.00","Prior FYs"
"10150584","15.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","25.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","15.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","25.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","20.00","Prior FYs"
"10150584","10.00","Prior FYs"
"10150586","50.00","Prior FYs"
"10150586","50.00","Prior FYs"
"10150595","100.00","Prior FYs"
"10150595","100.00","Prior FYs"
"10150595","10000.00","Prior FYs"
"10150595","5000.00","Prior FYs"
"10150595","3000.00","Prior FYs"
"10150595","10000.00","Prior FYs"
"10150595","5000.00","Prior FYs"
"10150595","5000.00","Prior FYs"
"10150595","5000.00","Prior FYs"
"10150595","5000.00","Prior FYs"
"10150596","5000.00","Prior FYs"
"10150596","2743.00","Prior FYs"
"10150596","2257.00","Prior FYs"
"10150596","50.00","Prior FYs"
"10150596","60.00","Prior FYs"
"10150596","35.00","Prior FYs"
"10150596","35.00","Prior FYs"
"10150596","250.00","Prior FYs"
"10150596","175.00","Prior FYs"
"10150596","8.00","Prior FYs"
"10150596","40.00","Prior FYs"
"10150596","50.00","Prior FYs"
"10150596","25.00","Prior FYs"
"10150596","1875.00","Prior FYs"
"10150596","1835.00","Prior FYs"
"10150596","25.00","Prior FYs"
"10150596","40.00","Prior FYs"
"10150596","50.00","Prior FYs"
"10150418","30.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","30.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","30.00","Prior FYs"
"10150418","30.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","50.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","30.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150418","25.00","Prior FYs"
"10150427","500.00","Prior FYs"
"10150427","500.00","Prior FYs"
"10150427","500.00","Prior FYs"
"10150428","10.00","Prior FYs"
"10150428","10.00","Prior FYs"
"10150713","1200.00","Prior FYs"
"10150713","250.00","Prior FYs"
"10150713","250.00","Prior FYs"
"10150713","225.00","Prior FYs"
"10150713","225.00","Prior FYs"
"10150713","250.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150713","25.00","Prior FYs"
"10150713","50.00","Prior FYs"
"10150714","20.00","Prior FYs"
"10150740","150.00","Prior FYs"
"10150740","160.00","Prior FYs"
"10150740","100.00","Prior FYs"
"10150740","150.00","Prior FYs"
"10150758","125.00","Prior FYs"
"10150758","100.00","Prior FYs"
"10150758","100.00","Prior FYs"
"10150758","125.00","Prior FYs"
"10150765","50.00","Prior FYs"
"10150769","2499.50","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","50.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","50.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","50.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150775","50.00","Prior FYs"
"10150775","25.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","150.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","150.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","50.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","150.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","30.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","30.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150776","25.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","20.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","20.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","25.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150777","30.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","5.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150778","10.00","Prior FYs"
"10150779","25.00","Prior FYs"
"10150779","25.00","Prior FYs"
"10150779","25.00","Prior FYs"
"10150779","25.00","Prior FYs"
"10150781","15.00","Prior FYs"
"10150781","15.00","Prior FYs"
"10150781","25.00","Prior FYs"
"10150781","35.00","Prior FYs"
"10150781","25.00","Prior FYs"
"10150781","25.00","Prior FYs"
"10150781","30.00","Prior FYs"
"10150781","25.00","Prior FYs"
"10150781","20.00","Prior FYs"
"10150781","15.00","Prior FYs"
"10150781","15.00","Prior FYs"
"10150781","10.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150783","5.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150783","5.00","Prior FYs"
"10150783","10.00","Prior FYs"
"10150784","15.00","Prior FYs"
"10150784","15.00","Prior FYs"
"10150785","30.00","Prior FYs"
"10150785","30.00","Prior FYs"
"10150785","100.00","Prior FYs"
"10150785","100.00","Prior FYs"
"10150785","70.00","Prior FYs"
"10150785","30.00","Prior FYs"
"10150791","10.00","Prior FYs"
"10150791","10.00","Prior FYs"
"10150793","35.00","Prior FYs"
"10150793","25.00","Prior FYs"
"10150793","25.00","Prior FYs"
"10150793","35.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","110.00","Prior FYs"
"10150794","35.00","Prior FYs"
"10150794","150.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","75.00","Prior FYs"
"10150794","150.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","35.00","Prior FYs"
"10150794","110.00","Prior FYs"
"10150794","75.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","12.50","Prior FYs"
"10150794","12.50","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","25.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150794","75.00","Prior FYs"
"10150794","35.00","Prior FYs"
"10150794","60.00","Prior FYs"
"10150794","100.00","Prior FYs"
"10150794","100.00","Prior FYs"
"10150794","150.00","Prior FYs"
"10150794","75.00","Prior FYs"
"10150794","250.00","Prior FYs"
"10150794","250.00","Prior FYs"
"10150794","500.00","Prior FYs"
"10150794","150.00","Prior FYs"
"10150794","50.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150795","35.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150795","35.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150795","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150796","25.00","Prior FYs"
"10150806","25.00","Prior FYs"
"10150806","25.00","Prior FYs"
"10150807","15.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150807","15.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150807","15.00","Prior FYs"
"10150807","15.00","Prior FYs"
"10150807","10.00","Prior FYs"
"10150808","25.00","Prior FYs"
"10150808","25.00","Prior FYs"
"10150808","25.00","Prior FYs"
"10150808","25.00","Prior FYs"
"10150609","100.00","Prior FYs"
"10150609","105.00","Prior FYs"
"10150609","50.00","Prior FYs"
"10150610","10.00","Prior FYs"
"10150610","25.00","Prior FYs"
"10150610","25.00","Prior FYs"
"10150610","10.00","Prior FYs"
"10150610","20.00","Prior FYs"
"10150610","10.00","Prior FYs"
"10150610","10.00","Prior FYs"
"10150610","25.00","Prior FYs"
"10150610","25.00","Prior FYs"
"10150610","20.00","Prior FYs"
"10150610","10.00","Prior FYs"
"10150610","100.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","20.00","Prior FYs"
"10150611","35.00","Prior FYs"
"10150611","5.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","20.00","Prior FYs"
"10150611","20.00","Prior FYs"
"10150611","5.00","Prior FYs"
"10150611","20.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","35.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","25.00","Prior FYs"
"10150611","20.00","Prior FYs"
"10150612","20.00","Prior FYs"
"10150612","20.00","Prior FYs"
"10150612","20.00","Prior FYs"
"10150612","20.00","Prior FYs"
"10150619","25.00","Prior FYs"
"10150619","25.00","Prior FYs"
"10150620","10.00","Prior FYs"
"10150620","20.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","10.00","Prior FYs"
"10150620","20.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150620","15.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","125.00","Prior FYs"
"10150622","150.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","100.00","Prior FYs"
"10150622","150.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150846","50.00","Prior FYs"
"10150852","10.00","Prior FYs"
"10150855","100.00","Prior FYs"
"10150856","50.00","Prior FYs"
"10150856","50.00","Prior FYs"
"10150856","75.00","Prior FYs"
"10150856","150.00","Prior FYs"
"10150856","80.00","Prior FYs"
"10150856","25.00","Prior FYs"
"10150856","158.00","Prior FYs"
"10150856","120.00","Prior FYs"
"10150856","92.00","Prior FYs"
"10150856","55.00","Prior FYs"
"10150856","135.00","Prior FYs"
"10150856","70.00","Prior FYs"
"10150856","300.00","Prior FYs"
"10150856","180.00","Prior FYs"
"10150856","70.00","Prior FYs"
"10150856","70.00","Prior FYs"
"10150856","35.00","Prior FYs"
"10150856","50.00","Prior FYs"
"10150858","1000.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","100.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","50.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","50.00","Prior FYs"
"10150859","50.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150859","25.00","Prior FYs"
"10150873","20.00","Prior FYs"
"10150873","20.00","Prior FYs"
"10150873","20.00","Prior FYs"
"10150873","20.00","Prior FYs"
"10150873","10.00","Prior FYs"
"10150873","10.00","Prior FYs"
"10150873","10.00","Prior FYs"
"10150873","10.00","Prior FYs"
"10150873","20.00","Prior FYs"
"10150873","25.00","Prior FYs"
"10150873","25.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","500.00","Prior FYs"
"10150874","750.00","Prior FYs"
"10150874","750.00","Prior FYs"
"10150874","750.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","1000.00","Prior FYs"
"10150874","25.00","Prior FYs"
"10150874","25.00","Prior FYs"
"10150874","250.00","Prior FYs"
"10150874","250.00","Prior FYs"
"10150874","250.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","10.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150882","10.00","Prior FYs"
"10150882","25.00","Prior FYs"
"10150884","20.00","Prior FYs"
"10150885","25.00","Prior FYs"
"10150885","25.00","Prior FYs"
"10150885","25.00","Prior FYs"
"10150885","50.00","Prior FYs"
"10150885","50.00","Prior FYs"
"10150885","250.00","This FY"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","125.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","125.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
"10150889","100.00","Prior FYs"
